,individual_wikidata_id,individual_name,birthyear,meta_occupation,region_name
12907,Q18530618,Peter Partridge,1385.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12908,Q18530664,Pietro Bizzarri,1525.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
12909,Q18530742,Richard Billingham,1300.0,theologian | theologian | logician | logician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12910,Q18530763,Richard Burgess,1796.0,archeologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12911,Q18530765,Richard Canning,1708.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12912,Q18530778,Richard Chefer,1354.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12913,Q18530787,Richard William Coppinger,1847.0,zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12914,Q18530809,Robert Sayer,1560.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12915,Q18530844,Thomas Pindar Pantin,1792.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12916,Q18530845,"Sir Thomas Parkyns, 2nd Bt",1664.0,physicist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12917,Q18530885,Thomas Glanville Taylor,1804.0,astronomer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12918,Q18530912,Thomas Willisel,1621.0,zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12919,Q18530983,Walter Riddell-Carre,1807.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12920,Q18531041,William Blundell,1625.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12921,Q18531061,William Browne,1630.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12922,Q18531097,William Chapple,1718.0,geographer | geographer | mathematician | mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12923,Q18531124,William Cole,1622.0,zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12924,Q18531296,William Gourlie,1815.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12925,Q18531358,William Hamilton,1758.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12926,Q18531611,William Tatham,1752.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12927,Q18531659,William Watson,1744.0,zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12928,Q1853362,Arthur Adams,1820.0,zoologist | zoologist | zoologist | zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12929,Q18533689,Louis Dufour-Vernes,1839.0,historian,Northwestern Europe | Western Europe | France | Northern France
12930,Q18533735,François Hugoulin,1818.0,chemist,Northwestern Europe | Western Europe | France
12931,Q18533741,Gérard Gley,1761.0,historian,Northwestern Europe | Western Europe | France
12932,Q18533745,Jean-Marie-Sauveur Gorini,1803.0,theologian | theologian | historian | historian,Northwestern Europe | Western Europe | France | Northern France
12933,Q18533778,Emmanuel Neeffs,1841.0,archeologist,Northwestern Europe | Western Europe | Belgium | Low countries
12934,Q18533793,Joseph Antoine Milsand,1817.0,philosopher,Northwestern Europe | Western Europe | France | Northern France
12935,Q18533797,Karl Lill von Lilienbach,1798.0,geologist,Northwestern Europe | Western Europe | German world | Austria
12936,Q18533827,Edmond Van der Straeten,1826.0,musicologist,Northwestern Europe | Western Europe | Belgium | Low countries
12937,Q18534125,Anne Sheepshanks,1794.0,astronomer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12938,Q18534133,Charles Coote,1761.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12939,Q18534138,Daniel Cooper,1817.0,botanist | botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12940,Q18534240,Nicholas Hunt,1596.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12941,Q18534243,Patrick Copland,1748.0,astronomer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12942,Q18534371,Costantino Pittei,1839.0,astronomer | astronomer | mathematician | mathematician,Western Europe | Northern Italy | Italy | Southwestern Europe
12943,Q1853467,Christian Christoph Andreas Lange,1810.0,historian,Northwestern Europe | Western Europe | Nordic countries | Norway
12944,Q18534772,Archibald Gorrie,1778.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12945,Q18534907,Robert Cooper,1650.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12946,Q18534937,Thomas Henry Cooper,1813.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12947,Q18534943,Thomas Webb,1821.0,philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
12948,Q18535021,William de Montibus,1140.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12949,Q18535052,William Henry Smith,1808.0,philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
12950,Q18535573,William Davies,1831.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12951,Q18535618,Thomas Christopher Evans,1846.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12952,Q18536061,Griffith Evans,1835.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12953,Q1853681,Abraham Trommius,1633.0,theologian,Northwestern Europe | Western Europe | Low countries | Netherlands
12954,Q18537008,Elizabeth Sara Sheppard,1830.0,linguist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12955,Q18537805,Dimitrie Berindei,1831.0,archeologist,Eastern Europe | Ottoman world
12956,Q18538359,Tit Bud,1846.0,historian | historian,Eastern Europe | Ottoman world
12957,Q18538575,Eugeniu Carada,1836.0,economist,Eastern Europe | Ottoman world
12958,Q18539061,Constantin Climescu,1844.0,mathematician,Eastern Europe | Ottoman world
12959,Q18539237,Barbu Constantinescu,1839.0,theologian,Eastern Europe | Ottoman world
12960,Q18540019,Constantin Erbiceanu,1838.0,historian,Eastern Europe | Ottoman world
12961,Q18540085,Ștefan Fălcoianu,1835.0,historian | historian | mathematician | mathematician,Eastern Europe | Ottoman world
12962,Q18540121,Anastasie Fătu,1816.0,botanist | botanist | botanist | zoologist | zoologist | zoologist | anatomist | anatomist | anatomist,Eastern Europe | Ottoman world
12963,Q18540569,Ștefan Dimitrie Grecianu,1825.0,historian,Eastern Europe | Ottoman world
12964,Q18541187,Ioan Kalinderu,1840.0,economist,Eastern Europe | Ottoman world
12965,Q18541655,Vasile Mangra,1850.0,historian,Eastern Europe | Central Europe
12966,Q18541659,Vasile Maniu,1824.0,historian,Eastern Europe | Ottoman world
12967,Q18545177,Dimitrie Papazoglu,1811.0,geographer | geographer | historian | historian,Eastern Europe | Ottoman world
12968,Q18546147,Edward Butler,1842.0,linguist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12969,Q18546189,George Crosfield,1785.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12970,Q18546394,Isaac Cullimore,1791.0,historian,British Islands | Northwestern Europe | Western Europe | Ireland
12971,Q18546408,James Crowther,1768.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12972,Q18546412,James Cunningham,1650.0,botanist | botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12973,Q18546516,John Charles Cox,1843.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12974,Q18546572,George Douglas Buchanan,1841.0,astronomer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12975,Q18546613,John Paradise,1743.0,linguist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12976,Q18546734,Randolph Crew,1631.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12977,Q18546919,William Courten,1642.0,zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12978,Q18546921,William Coyte,1740.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12979,Q18548196,Ion Strat,1836.0,economist,Eastern Europe | Ottoman world
12980,Q18549383,Zilot Românul,1787.0,historian,Eastern Europe | Ottoman world
12981,Q18549452,Grigoriu Ștefănescu,1836.0,geologist | geologist | geologist | paleontologist | paleontologist | paleontologist,Eastern Europe | Ottoman world
12982,Q18549776,Theodor Ștefănescu,1842.0,economist,Eastern Europe | Ottoman world
12983,Q18549882,Magdalena Gornik,1835.0,theologian,Eastern Europe
12984,Q185510,Richard Hakluyt,1552.0,geographer | geographer | historian | historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12985,Q1855446,Francesco Stelluti,1577.0,mathematician,Western Europe | Northern Italy | Italy | Southwestern Europe
12986,Q18555941,Edward Kowerski,1837.0,geographer,Eastern Europe | Slav world
12987,Q18559684,Alfred Day,1810.0,musicologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12988,Q18559712,David Christopher Davies,1827.0,geologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12989,Q18559734,Frederick Currey,1819.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12990,Q18559753,Henry Davis,1830.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12991,Q18559770,James Denholm,1772.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12992,Q18559858,Robert Dawson,1771.0,geographer | geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12993,Q18559881,Thomas Danett,1543.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12994,Q18559887,Thomas Davies,1837.0,geologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12995,Q18559900,William Dalgliesh,1733.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12996,Q18559902,William Darling,1802.0,anatomist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12997,Q18559910,William Davis,1772.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12998,Q18559953,Giambattista Vasco,1733.0,theologian | theologian | economist | economist,Western Europe | Northern Italy | Italy | Southwestern Europe
12999,Q1856133,William of Heytesbury,1313.0,philosopher | philosopher | mathematician | mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
13000,Q18562247,Giovanni Battista Grossi,1605.0,theologian | theologian | historian | historian,Western Europe | Italy | Southwestern Europe | Southern Italy
13001,Q18563426,Giacomo Rezia,1745.0,anatomist,Western Europe | Northern Italy | Italy | Southwestern Europe
13002,Q18567126,Alojzy Anzelieri,1700.0,philosopher,Eastern Europe | Central Europe
13003,Q18567940,Jan Łoś,1823.0,chemist,Eastern Europe | Central Europe
13004,Q18572183,Alfred Smee,1818.0,chemist,British Islands | Northwestern Europe | United Kingdom | Western Europe
13005,Q18572202,Alice Grenfell,1842.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
13006,Q18572289,Arthur Humphreys Foord,1844.0,paleontologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
13007,Q18574970,Josiah Twamley,1750.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
13008,Q18574978,Jean-François de Marcorelle,1750.0,meteorologist | meteorologist | mathematician | mathematician,Northwestern Europe | Western Europe | France
13009,Q18575337,Ludvig Hallstedt,1839.0,geographer,Northwestern Europe | Western Europe | Nordic countries | Sweden
13010,Q18575962,Charles Drake,1846.0,zoologist | zoologist,Greek World | Arabic world
13011,Q18576013,Coutts Trotter,1837.0,physicist,British Islands | Northwestern Europe | United Kingdom | Western Europe
13012,Q18576024,David Dickson,1754.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
13013,Q18576072,Edward Blaquiere,1779.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
13014,Q18576097,Edward Monro,1815.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
13015,Q18576198,Frederick Strange,1818.0,zoologist | zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
13016,Q18576207,Geoffrey Hardeby,1320.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
13017,Q18576231,George Ommanney,1819.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
13018,Q18576238,George Augustus Rowell,1804.0,meteorologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
13019,Q18576243,George Swinnock,1627.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
13020,Q18576298,Henrietta Wilson,1810.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
13021,Q18576313,Henry Hatcher,1777.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
13022,Q18576470,John Donaldson,1790.0,musicologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
13023,Q18576473,John Dougharty,1677.0,mathematician,British Islands | Northwestern Europe | Western Europe | Ireland
