,individual_wikidata_id,individual_name,occupations_wikidata_id,occupations_name,occupations_category
112868,Q76685,Johann Friedrich Herbart,Q1231865,pedagogue,science|writer
112871,Q3592258,Étienne Louis Geoffroy,Q10872101,anatomist,science|writer
112872,Q3592258,Étienne Louis Geoffroy,Q3055126,entomologist,science|writer
112888,Q707608,Hyecho,Q11900058,explorer,science|writer
112893,Q4309820,William Hurrell Mallock,Q188094,economist,science|writer
112896,Q64556,Ewald Hering,Q2055046,physiologist,science|writer
112897,Q64556,Ewald Hering,Q1231865,pedagogue,science|writer
112902,Q68175,Ernst Friedrich Wilhelm Klinkerfues,Q11063,astronomer,science|writer
112903,Q68175,Ernst Friedrich Wilhelm Klinkerfues,Q2310145,meteorologist,science|writer
112909,Q6140331,James Newbery,Q593644,chemist,science|writer
112910,Q6140331,James Newbery,Q18576582,metallurgist,science|writer
112914,Q3483472,Sieur Dubois,Q18805,naturalist,science|writer
112915,Q3483472,Sieur Dubois,Q11900058,explorer,science|writer
112927,Q3113049,"Luis Colón, 1st Duke of Veragua",Q11900058,explorer,science|writer
112928,Q47516136,Lajos Vágner,Q2374149,botanist,science|writer
112934,Q12768562,Ján Matej Matsko,Q170790,mathematician,science|writer
112935,Q11716618,Jacob Tugendhold,Q1231865,pedagogue,science|writer
112937,Q2530678,Thorir Hund,Q11900058,explorer,science|writer
112943,Q1642143,Philipp Lorenz Geiger,Q593644,chemist,science|writer
112944,Q1642143,Philipp Lorenz Geiger,Q3055126,entomologist,science|writer
112948,Q16407369,John Trusscott,Q901402,geographer,science|writer
112950,Q8014777,William Ludlow,Q11900058,explorer,science|writer
112957,Q11065,Pierre Bouguer,Q11063,astronomer,science|writer
112958,Q11065,Pierre Bouguer,Q169470,physicist,science|writer
112959,Q11065,Pierre Bouguer,Q170790,mathematician,science|writer
112960,Q11065,Pierre Bouguer,Q10295465,hydrographer,science|writer
112961,Q11065,Pierre Bouguer,Q11900058,explorer,science|writer
112964,Q8004715,William Austin Burt,Q11900058,explorer,science|writer
112973,Q26202371,Johann Lambert Kolleffel,Q1734662,cartographer,artist|science|writer
112974,Q55900181,F... August Steglich,Q1231865,pedagogue,science|writer
112975,Q7599138,Stanisław Grzepski,Q170790,mathematician,science|writer
112991,Q5932934,Johann George W. Luehmann,Q2374149,botanist,science|writer
112996,Q458981,Berno of Reichenau,Q16031530,music theorist,science|writer
113004,Q5727033,Bernhard Auerswald,Q2374149,botanist,science|writer
113005,Q5727033,Bernhard Auerswald,Q2487799,mycologist,science|writer
113015,Q94763984,Ida von Boxberg,Q3621491,archaeologist,science|writer
113032,Q705803,Imre Frivaldszky,Q350979,zoologist,science|writer
113033,Q705803,Imre Frivaldszky,Q2374149,botanist,science|writer
113034,Q705803,Imre Frivaldszky,Q16334509,pteridologist,science|writer
113035,Q705803,Imre Frivaldszky,Q1225716,ornithologist,science|writer
113036,Q705803,Imre Frivaldszky,Q497294,lepidopterist,science|writer
113038,Q4095213,Ivan Bouver,Q1734662,cartographer,artist|science|writer
113046,Q1151481,Bahmanyār,Q170790,mathematician,science|writer
113055,Q596471,Justo Antonio de Olaguibel,Q131062,urban planner,science|writer
113060,Q5559454,Johan Wolter Arnberg,Q188094,economist,science|writer
113062,Q21517200,Wilhelm August Walther Kabsch,Q2374149,botanist,science|writer
113076,Q1432211,Robert Norman,Q12094958,geophysicist,science|writer
113080,Q1324352,Julius Maternus,Q11900058,explorer,science|writer
113088,Q7326402,Richard Henry Meade,Q3055126,entomologist,science|writer
113089,Q7326402,Richard Henry Meade,Q17344952,arachnologist,science|writer
113091,Q65767116,Johann Gottfried Heinzelmann,Q2374149,botanist,science|writer
113103,Q1649585,Nathaniel Portlock,Q11900058,explorer,science|writer
113109,Q44292791,Per Sommar,Q294126,land surveyor,science|writer
113117,Q95135109,Antonín Söhnler,Q1231865,pedagogue,science|writer
113123,Q19946570,Achille Comte,Q2055046,physiologist,science|writer
113124,Q19946570,Achille Comte,Q10872101,anatomist,science|writer
113127,Q106631800,John Paul Morgan,Q16145150,music pedagogue,artist|science|writer
113135,Q1370015,František Tůma,Q16145150,music pedagogue,artist|science|writer
113143,Q6249830,John Munro,Q10872101,anatomist,science|writer
113146,Q318365,Georgios Pachymeres,Q11063,astronomer,science|writer
113152,Q19910388,Charles Dominique Nicole,Q1231865,pedagogue,science|writer
113154,Q2831164,Albert Falsan,Q520549,geologist,science|writer
113157,Q3805872,Jacopo Filiasi,Q169470,physicist,science|writer
113159,Q13032798,Stanislavas Mikuckis,Q901,scientist,science|writer
113166,Q94876967,Ludwig Mathy,Q1231865,pedagogue,science|writer
113169,Q2499954,Willem Frederik Reinier Suringar,Q2374149,botanist,science|writer
113175,Q6105763,J. Frederic McCurdy,Q1231865,pedagogue,science|writer
113185,Q106138755,David Christison,Q3621491,archaeologist,science|writer
113186,Q19193468,Emil Dursy,Q350979,zoologist,science|writer
113190,Q16158011,Charles André,Q11063,astronomer,science|writer
113196,Q204508,Johann Michael Ackner,Q18805,naturalist,science|writer
113197,Q204508,Johann Michael Ackner,Q3621491,archaeologist,science|writer
113203,Q9148909,Alojzy Prosper Biernacki,Q1781198,agronomist,science|writer
113231,Q1451511,Johann Campinge,Q1231865,pedagogue,science|writer
113233,Q96991,Johann Adam Kulmus,Q10872101,anatomist,science|writer
113237,Q55225981,Giuseppe Bravi,Q170790,mathematician,science|writer
113238,Q72975,Philipp Nicodemus Frischlin,Q11063,astronomer,science|writer
113239,Q72975,Philipp Nicodemus Frischlin,Q170790,mathematician,science|writer
113243,Q7787367,Thomas Bantock,Q18576582,metallurgist,science|writer
113244,Q3340777,Nicolas Sarrabat,Q11063,astronomer,science|writer
113245,Q3340777,Nicolas Sarrabat,Q170790,mathematician,science|writer
113246,Q6237231,John Hailstone,Q520549,geologist,science|writer
113248,Q15059122,Alphonse Fould,Q3303297,ironmaster,science|writer
113257,Q1180092,Jovan Muškatirović,Q1231865,pedagogue,science|writer
113258,Q1180092,Jovan Muškatirović,Q3075052,folklorist,science|writer
113263,Q3308804,Michel-René Maupetit,Q1781198,agronomist,science|writer
113265,Q20733891,Mathew Williams,Q294126,land surveyor,science|writer
113269,Q11916143,Cristòfol Vilella i Amengual,Q18805,naturalist,science|writer
113270,Q313461,Khachatur Abovian,Q12347522,ethnographer,science|writer
113276,Q61696289,John Hiles,Q16145150,music pedagogue,artist|science|writer
113287,Q849389,Karl Fedorovich Kessler,Q350979,zoologist,science|writer
113288,Q849389,Karl Fedorovich Kessler,Q4205432,ichthyologist,science|writer
113289,Q849389,Karl Fedorovich Kessler,Q1225716,ornithologist,science|writer
113290,Q4519340,Johann Matthias Schaden,Q901,scientist,science|writer
113294,Q5699940,Heinrich August Rothe,Q170790,mathematician,science|writer
113318,Q27996991,Anders Magnus Lindeblad,Q294126,land surveyor,science|writer
113323,Q10779612,Alois Hnilička,Q16145150,music pedagogue,artist|science|writer
113329,Q1101048,Johann Fuchs,Q1231865,pedagogue,science|writer
113372,Q496775,Anders Dahl,Q18805,naturalist,science|writer
113373,Q496775,Anders Dahl,Q864503,biologist,science|writer
113374,Q496775,Anders Dahl,Q2374149,botanist,science|writer
113380,Q34223407,Béláné Mocsáry,Q901402,geographer,science|writer
113396,Q21007318,János György Schmidt,Q170790,mathematician,science|writer
113401,Q1103931,Clément Loret,Q16145150,music pedagogue,artist|science|writer
113407,Q63747,Adolph Strecker,Q593644,chemist,science|writer
113416,Q3554334,Valéry Mayet,Q2374149,botanist,science|writer
113417,Q3554334,Valéry Mayet,Q3055126,entomologist,science|writer
113419,Q24036892,James Campbell Brown,Q593644,chemist,science|writer
113436,Q60602816,Hubert Jean Van Hulle,Q3140857,horticulturist,science|writer
113437,Q60602816,Hubert Jean Van Hulle,Q28319434,pomologist,science|writer
113438,Q57616612,Hermann Lorberg,Q169470,physicist,science|writer
113440,Q55900821,August Allen Hayes,Q593644,chemist,science|writer
113447,Q5497764,Frederick Field,Q593644,chemist,science|writer
113461,Q249386,Pierre Richer de Belleval,Q2374149,botanist,science|writer
113474,Q5962033,Mulla Ali Kani,Q901,scientist,science|writer
113483,Q2104429,Gerardus Vrolik,Q2374149,botanist,science|writer
113491,Q5958291,Karl Maximilian Marsson,Q2374149,botanist,science|writer
113492,Q1279339,John Collins,Q170790,mathematician,science|writer
113493,Q6219359,Clemens Ullgren,Q593644,chemist,science|writer
113500,Q21105641,Alejandro Ramírez Blanco,Q188094,economist,science|writer
113525,Q55677529,Johann Andreas Schumacher,Q170790,mathematician,science|writer
113527,Q60842856,Ferdinand-Marie-Guillaume-Achille Baron de Roisin,Q3621491,archaeologist,science|writer
113532,Q55899299,Benedikt Zuckermandel,Q170790,mathematician,science|writer
113558,Q2756727,Sven Ingemar Ljungh,Q18805,naturalist,science|writer
113559,Q2756727,Sven Ingemar Ljungh,Q350979,zoologist,science|writer
113560,Q2756727,Sven Ingemar Ljungh,Q1225716,ornithologist,science|writer
113576,Q55853784,Karl von Koerber,Q1227195,economist,science|writer
113579,Q673686,Baron Ludwig von Holzgethan,Q188094,economist,science|writer
113580,Q8076775,Álvaro Velho,Q11900058,explorer,science|writer
113615,Q606364,Antoniotto Usodimare,Q11900058,explorer,science|writer
113616,Q94827521,Heinrich Matzat,Q901402,geographer,science|writer
113617,Q94827521,Heinrich Matzat,Q1231865,pedagogue,science|writer
113628,Q3261883,Louis Favre,Q18805,naturalist,science|writer
113629,Q3261883,Louis Favre,Q2374149,botanist,science|writer
113630,Q3261883,Louis Favre,Q3621491,archaeologist,science|writer
113636,Q18197767,Jean Nicolaides,Q3075052,folklorist,science|writer
113642,Q77640,Karl Maximovich,Q2374149,botanist,science|writer
113644,Q4162615,Emil Hildebrand,Q3621491,archaeologist,science|writer
113650,Q3742642,Ferdinando Morozzi,Q1734662,cartographer,artist|science|writer
113651,Q3742642,Ferdinando Morozzi,Q170790,mathematician,science|writer
113653,Q1827205,Lionardo Sesler,Q2374149,botanist,science|writer
113654,Q18910951,James Mascall Morrison Crombie,Q2374149,botanist,science|writer
113664,Q6687496,Louis John Michel,Q11900058,explorer,science|writer
113665,Q64683565,R. H. Edmunds,Q294126,land surveyor,science|writer
113666,Q64683565,R. H. Edmunds,Q11900058,explorer,science|writer
113686,Q695200,William Nicholson,Q169470,physicist,science|writer
113687,Q695200,William Nicholson,Q593644,chemist,science|writer
113695,Q2656472,Augustin Schurff,Q169470,physicist,science|writer
113702,Q447071,Anders Johan Lexell,Q11063,astronomer,science|writer
113703,Q447071,Anders Johan Lexell,Q169470,physicist,science|writer
113704,Q447071,Anders Johan Lexell,Q170790,mathematician,science|writer
113718,Q5950321,Juan José Lanusse,Q188094,economist,science|writer
113725,Q873956,Wilhelm von Schröder,Q188094,economist,science|writer
113731,Q77354,Johannes Widmann,Q170790,mathematician,science|writer
113732,Q77354,Johannes Widmann,Q188094,economist,science|writer
113735,Q55683554,Sukup Max,Q1231865,pedagogue,science|writer
113736,Q87217,Karl Adolf,Q88198806,political scientist,science|writer
113745,Q2066179,Franciscus Holkema,Q864503,biologist,science|writer
113748,Q21522213,Johann Ludwig Carl(Karl) Noeldeke,Q2374149,botanist,science|writer
113762,Q55913324,Augustinus Stegemann,Q1231865,pedagogue,science|writer
113763,Q2712015,Snæbjörn Galti,Q11900058,explorer,science|writer
113781,Q980581,Afonso de Paiva,Q11900058,explorer,science|writer
113790,Q98834822,Johann Suttner,Q18805,naturalist,science|writer
113796,Q106092142,Henry Thomas Dundas Le Vesconte,Q11900058,explorer,science|writer
113807,Q368237,James Lancaster,Q11900058,explorer,science|writer
113819,Q560321,Alexander Kovalevsky,Q350979,zoologist,science|writer
113820,Q60821133,Josef von Schellander,Q42361191,military writer,science|writer
113822,Q7328,Vasco da Gama,Q11900058,explorer,science|writer
113823,Q7328,Vasco da Gama,Q1937330,world traveler,science|writer
113826,Q983393,Leopoldo Nobili,Q169470,physicist,science|writer
113836,Q98931447,Marco Gatti,Q1231865,pedagogue,science|writer
113852,Q19325897,Julie Schwabe,Q1231865,pedagogue,science|writer
113865,Q1388840,Joris Hoefnagel,Q1734662,cartographer,artist|science|writer
113880,Q19723639,Johann Bökel,Q3055126,entomologist,science|writer
113881,Q5981462,Louis Benoît Guersant,Q2374149,botanist,science|writer
113883,Q3047685,Edme Beguillet,Q1781198,agronomist,science|writer
113884,Q3047685,Edme Beguillet,Q188094,economist,science|writer
113892,Q103356,Andreas Christoph Graf,Q1231865,pedagogue,science|writer
113900,Q23580522,Egidius Aerts,Q16145150,music pedagogue,artist|science|writer
113913,Q769117,Francis Buchanan White,Q2374149,botanist,science|writer
113914,Q769117,Francis Buchanan White,Q3055126,entomologist,science|writer
113915,Q8020141,William Weekes Fowler,Q3055126,entomologist,science|writer
113916,Q8020141,William Weekes Fowler,Q11741162,coleopterist,science|writer
113919,Q95338876,J. A. Voigt,Q1231865,pedagogue,science|writer
113924,Q3756926,Gaetano Caporale,Q3621491,archaeologist,science|writer
113944,Q4320460,Pavel Rovinski,Q901402,geographer,science|writer
113954,Q11692799,Daniel Smith Lamb,Q10872101,anatomist,science|writer
113972,Q713692,Giovanni Arduino,Q520549,geologist,science|writer
113973,Q5607546,Johannes Chesnecopherus,Q2374149,botanist,science|writer
113975,Q4015094,Vito Maria Giovenazzi,Q3621491,archaeologist,science|writer
113982,Q354927,David Popper,Q16145150,music pedagogue,artist|science|writer
113984,Q19519375,Adolphe Hercule de Graslin,Q497294,lepidopterist,science|writer
113991,Q1678954,Jacob Christian Heusser,Q294126,land surveyor,science|writer
113993,Q53368325,Gregory Watt,Q520549,geologist,science|writer
114006,Q3839491,Luigi Chiozza,Q593644,chemist,science|writer
114011,Q55074076,Wilhelm Weissmantel,Q3055126,entomologist,science|writer
114020,Q1347372,Narcisse Quellien,Q4773904,anthropologist,science|writer
114046,Q6962751,Nicoteles of Cyrene,Q170790,mathematician,science|writer
114051,Q1099880,Clemens August Schlüter,Q1662561,paleontologist,science|writer
114052,Q1099880,Clemens August Schlüter,Q2374149,botanist,science|writer
114054,Q21515731,Karl Hering,Q2374149,botanist,science|writer
114056,Q16440000,Jean-Baptiste Reinhard,Q2374149,botanist,science|writer
114059,Q722528,Giovanni Domenico Maraldi,Q11063,astronomer,science|writer
114060,Q722528,Giovanni Domenico Maraldi,Q170790,mathematician,science|writer
114064,Q719623,Robert Moray,Q593644,chemist,science|writer
114065,Q719623,Robert Moray,Q18576582,metallurgist,science|writer
114066,Q2038720,William Lucas Distant,Q3055126,entomologist,science|writer
114076,Q60815132,Asmus Christian Jessen,Q1231865,pedagogue,science|writer
114077,Q938841,John Burroughs,Q18805,naturalist,science|writer
114080,Q1294174,Edward Young,Q11900058,explorer,science|writer
114091,Q766389,Carlo Pedrotti,Q16145150,music pedagogue,artist|science|writer
114100,Q4539576,Ignacy Jasiukowicz,Q18576582,metallurgist,science|writer
114113,Q55127013,Anton Steinhauser,Q1734662,cartographer,artist|science|writer
114114,Q106280044,Gustav Mix,Q170790,mathematician,science|writer
114128,Q3524865,Thomas Antisell,Q593644,chemist,science|writer
114129,Q3524865,Thomas Antisell,Q520549,geologist,science|writer
114130,Q38815286,Franz Chytil,Q1781198,agronomist,science|writer
114131,Q61482075,Giovanni Scopoli,Q188094,economist,science|writer
114136,Q2084039,Giovanni Passerini,Q2374149,botanist,science|writer
114137,Q2084039,Giovanni Passerini,Q15924544,lichenologist,science|writer
114138,Q2084039,Giovanni Passerini,Q3055126,entomologist,science|writer
114141,Q12359934,August Jakob Westrèn-Doll,Q3055126,entomologist,science|writer
114144,Q576161,József Alauda,Q11063,astronomer,science|writer
114146,Q1673683,Ludwig Dressel,Q169470,physicist,science|writer
114147,Q1673683,Ludwig Dressel,Q593644,chemist,science|writer
114151,Q111809702,Sylvester Scott Gorby,Q520549,geologist,science|writer
114152,Q83428,Paracelsus,Q11063,astronomer,science|writer
114153,Q83428,Paracelsus,Q18805,naturalist,science|writer
114154,Q83428,Paracelsus,Q593644,chemist,science|writer
114159,Q6044790,Otto Georg Petersen,Q2374149,botanist,science|writer
114160,Q6044790,Otto Georg Petersen,Q11900058,explorer,science|writer
114161,Q987698,Eduard Albert Bielz,Q18805,naturalist,science|writer
114162,Q987698,Eduard Albert Bielz,Q2732142,statistician,science|writer
114163,Q987698,Eduard Albert Bielz,Q350979,zoologist,science|writer
114164,Q987698,Eduard Albert Bielz,Q2374149,botanist,science|writer
114165,Q987698,Eduard Albert Bielz,Q16271261,malacologist,science|writer
114167,Q18411215,Ludwig Miller,Q3055126,entomologist,science|writer
114175,Q21513796,Luigi Gardoni,Q2374149,botanist,science|writer
114183,Q57948408,Karl Wacker,Q1810977,food chemist,science|writer
114185,Q107094502,William Archibald Scott Robertson,Q3621491,archaeologist,science|writer
114187,Q15442021,Westgarth Forster,Q520549,geologist,science|writer
114190,Q98406636,Alexandre Sarrazin de Montferrier,Q170790,mathematician,science|writer
114204,Q1393093,Marco Antonio de Dominis,Q169470,physicist,science|writer
114208,Q21523078,Karel Polák,Q2374149,botanist,science|writer
114211,Q56379621,James Turner Barclay,Q3621491,archaeologist,science|writer
114225,Q6762010,Marian Wolfgang Koller,Q11063,astronomer,science|writer
114226,Q6762010,Marian Wolfgang Koller,Q169470,physicist,science|writer
114229,Q62088,Robert Remak,Q864503,biologist,science|writer
114230,Q62088,Robert Remak,Q350979,zoologist,science|writer
